hs_code,chapter,parent_4,parent_6,product_name_ar,product_name_en,regulation_id,regulation_name_ar,certification_key,scraped_from
251520100003,25,2515,251520,أحجار خام  كلسية أخر للنحت أو البناء (مرمر),Other calcareous stones for carving or building (marble) raw,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251520100004,25,2515,251520,"احجار كلسيه اخر للنحت او البناء "" مرمر"" مشذب بصوره غير منتظمه",Other calcareous stones for carving or building (marble) roughly trimmed irregularly,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251520200001,25,2515,251520,ايكوسين  مقطعة تقطيع بسيط على شكل مربع,Eocene simply cut in square blocks,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251520200002,25,2515,251520,ايكوسين  مقطعة تقطيع بسيط على شكل مستطيل,Eocene simply cut in rectangular blocks,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251520200003,25,2515,251520,أحجار كلسية أخر للنحت أو البناء (مرمر) مقطعة تقطيع بسيط على شكل مربع,Other calcareous stones for carving or building (marble) simply cut in square blocks,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251520200004,25,2515,251520,أحجار كلسية أخر للنحت أو البناء (مرمر) مشذب بصورة غير منتظمة تقطيع بسيط على شكل مستطيل,Other calcareous stones for carving or building (marble) roughly trimmed irregularly simply cut in rectangular blocks,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251611000001,25,2516,251611,جرانيت خام,Raw granite,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251611000002,25,2516,251611,جرانيت مشذب بصورة غير منتظمة,Granite roughly trimmed irregularly,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251611000003,25,2516,251611,حجر سماقي (بورفير) خام,Raw porphyry stone,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251611000004,25,2516,251611,حجر سماقي (بورفير) مشذب بصورة غير منتظمة,Porphyry stone roughly trimmed irregularly,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251612000001,25,2516,251612,جرانيت مقطعة تقطيعاً بسيطاً على شكل كتل مربع,Granite simply cut in square blocks,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251612000002,25,2516,251612,جرانيت مقطعة تقطيعاً بسيطاً على شكل كتل مستطيل,Granite simply cut in rectangular blocks,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251612000003,25,2516,251612,جرانيت مقطعة تقطيعاً بسيطاً على شكل ألواح  مربعه,Granite simply cut in square slabs,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251612000004,25,2516,251612,جرانيت مقطعة تقطيعاً بسيطاً على شكل ألواح مستطيله,Granite simply cut in rectangular slabs,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251620000001,25,2516,251620,حجر رملي خام,Raw sandstone,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251620000002,25,2516,251620,حجر رملي على شكل كتل مشذبة بصورة غير منتظمة,Sandstone roughly trimmed irregularly in blocks,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100001,25,2516,251690,بازلت خام,Raw basalt,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100002,25,2516,251690,بازلت مشذبا بصورة غير منتظمة,Roughly trimmed basalt,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100003,25,2516,251690,سيانيت خام,Raw cyanite,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100004,25,2516,251690,سيانت مشذبا بصورة غير منتظمة,Roughly trimmed cyanite,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100005,25,2516,251690,حجز البناء الكلسي الخام,Raw calcareous building stone,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100006,25,2516,251690,حجز البناء الكلسي مشذبا بصورة غير منتظمة,Roughly trimmed calcareous building stone,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100007,25,2516,251690,تراكيت خام,Raw trachyte,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100008,25,2516,251690,تراكيت مشذبا بصورة غير منتظمة,Roughly trimmed trachyte,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100009,25,2516,251690,حجر بورتلاند الخام,Raw Portland stone,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100010,25,2516,251690,حجر بورتلاند مشذبا بصورة غير منتظمة,Roughly trimmed Portland stone,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100011,25,2516,251690,حجر سربنتين ( اوفيت) الخام,Raw serpentine (ophite) stone,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690100012,25,2516,251690,حجر سربنتين ( اوفيت) مشذبا بصورة غير منتظمة,Roughly trimmed serpentine (ophite) stone,REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251690200000,25,2516,251690,"""ـ ـ ـ مقطعاً تقطيعاً بسيطاً، كتلاً أو ألواحاً، بشكل مربع أو مستطيل، بالنشر أو بغير ذلك""","Simply cut blocks or slabs, square or rectangular",REG-056,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,saber_coc_or_qm,PCoC|QM
251710000001,25,2517,251710,حصى ء مجروشة للخرسانة,Crushed gravel for concrete,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
251710000002,25,2517,251710,حصى مكسرة للخرسانة,Broken gravel for concrete,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
251710000003,25,2517,251710,حصى مجروشة لرصف الطريق,Crushed gravel for road surfacing,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
251710000004,25,2517,251710,حصى مكسرة لرصف الطريق,Broken gravel for road surfacing,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
251710000009,25,2517,251710,حصى مجروشة لخطوط السكة الحديدية,Crushed gravel for railway tracks,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
251710000010,25,2517,251710,حصى مكسرة لخطوط السكة الحديدية,Broken gravel for railway tracks,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252010100001,25,2520,252010,جبس سائب,Loose gypsum,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252010100002,25,2520,252010,جبس معبأ,Packaged gypsum,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252020900001,25,2520,252020,الجص  المستخدم في تجهيز النسخ أو أسطح الورق,Plaster for making copies or paper surfaces,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252020900002,25,2520,252020,الجص الملون,Colored plaster,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252020900003,25,2520,252020,الجص المكلس,Slaked plaster,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252020909999,25,2520,252020,غيرها,Others,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252100000001,25,2521,252100,حجر جيري(كلسي)مساعد للصهر (فلكس),Limestone flux for smelting,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252100000003,25,2521,252100,حجر كلسي للاستخدام في صناعة الكلس,Limestone for lime production,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252100000004,25,2521,252100,حجر كلسي للاستخدام في صناعة الاسمنت,Limestone for cement production,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252210000001,25,2522,252210,كلس حي سائب,Loose quicklime,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252210000002,25,2522,252210,كلس حي معبأ,Packaged quicklime,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252220000001,25,2522,252220,كلس مطفأ سائب,Loose hydrated lime,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252220000002,25,2522,252220,كلس مطفأ معبأ,Packed slaked lime,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252230000001,25,2522,252230,كلس مائي (نورة) سائب,Loose hydrated lime (nora),,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252230000002,25,2522,252230,كلس مائي (نورة) معبأ,Packed hydrated lime (nora),,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252321000001,25,2523,252321,اسمنت  بورتلاند ابيض سائب,Loose white Portland cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,quality_mark_only,QM
252321000002,25,2523,252321,اسمنت بورتلاند ابيض معبأ,Packed white Portland cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,quality_mark_only,QM
252321000003,25,2523,252321,اسمنت ابيض ملون اصطناعيا سائب,Loose artificially colored white cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,quality_mark_only,QM
252321000004,25,2523,252321,اسمنت ابيض ملون اصطناعيا معبأ,Packed artificially colored white cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,quality_mark_only,QM
252329100001,25,2523,252329,اسمنت بورتلاند العادي السائب,Loose ordinary Portland cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,quality_mark_only,QM
252329100002,25,2523,252329,اسمنت بورتلاند العادي المعبأ,Packed ordinary Portland cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,quality_mark_only,QM
252329200001,25,2523,252329,أسمنت مقاوم للأملاح السائب,Loose salt-resistant cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,quality_mark_only,QM
252329200002,25,2523,252329,أسمنت مقاوم للأملاح المعبأ,Packed salt-resistant cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,quality_mark_only,QM
252330000001,25,2523,252330,أسمنت الوميني سائب,Loose aluminous cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
252330000002,25,2523,252330,أسمنت الوميني معبأ,Packed aluminous cement,,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,saber_coc_or_qm,PCoC|QM
260900000002,26,2609,260900,"خامات ""ستانيت"" بيريت القصدير (كبريتيد القصدير والنحاس والحديد)","Tin stannite pyrite ores (tin, copper, iron sulfides)",,-,supplier_declaration_free_trade,NonReg
260900000004,26,2609,260900,"مركزات خامات ""ستانيت"" بيريت القصدير (كبريتيد القصدير والنحاس والحديد)",Concentrates of tin stannite pyrite ores,,-,supplier_declaration_free_trade,NonReg
262019000003,26,2620,262019,رواسب المدخرات( البطاريات),Battery scrap deposits,REG-030,اللائحة الفنية للبطاريات الكهربائية,saber_coc_or_qm,PCoC|QM
271012210001,27,2710,271012,للمحركات العادية ومحركات السباق (عدا محركات الطائرات) (91),Fuel for ordinary and racing engines (excluding aircraft engines) (91),REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012210002,27,2710,271012,لمحركات وقود للمحركات العادية ومحركات السباق (عدا محركات الطائرات) (95),Fuel for ordinary and racing engines (excluding aircraft engines) (95),REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012210003,27,2710,271012,لمحركات وقود للمحركات العادية ومحركات السباق (عدا محركات الطائرات) (98) أوكتان,Fuel for ordinary and racing engines (excluding aircraft engines) (98) octane,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012310000,27,2710,271012,---- للمحركات,Fuel for engines,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012320000,27,2710,271012,---- امولدات الكهرباء بما في ذلك مولدات كهرباء السفن,Electricity generators including ship generators,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012330000,27,2710,271012,---- للتدفئة,Heating fuel,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012390002,27,2710,271012,شل جي تي ال ديزل سارالاين 185V,Shell GTL diesel Saraline 185V,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012420001,27,2710,271012,زيت وقود (180) خام مصفى جزئيا (توبد كرود),Fuel oil (180) partially refined crude (toped crude),REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012420002,27,2710,271012,زيت وقود (380) خام مصفى جزئيا (توبد كرود),Fuel oil (380) partially refined crude (toped crude),REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012490001,27,2710,271012,زيت وقود أخر 180,Other fuel oil 180,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271012490002,27,2710,271012,زيت وقود أخر 380,Other fuel oil 380,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110001,27,2710,271019,زيت اساس عيار  Oil 500 S51,Base oil grade Oil 500 S51,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110002,27,2710,271019,زيت اساس عيار Oil 400 S51,Base oil grade Oil 400 S51,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110003,27,2710,271019,زيت اساس عيار  SN150,Base oil grade SN150,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110004,27,2710,271019,زيت اساس عيار SN500,Base oil grade SN500,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110005,27,2710,271019,زيت اساس عيار BS150,Base oil grade BS150,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110006,27,2710,271019,زيت اساس 70N,Base oil 70N,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110007,27,2710,271019,زيت اساس 110N,Base oil 110N,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110008,27,2710,271019,زيت اساس عيار 230N,Base oil grade 230N,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110009,27,2710,271019,زيت اساس عيار 500N,Base oil grade 500N,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110010,27,2710,271019,زيت اساس عيار 600N,Base oil grade 600N,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110011,27,2710,271019,زيت اساس عيار 2CST,Base oil grade 2CST,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110012,27,2710,271019,زيت اساس عيار 3CST,Base oil grade 3CST,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110013,27,2710,271019,زيت اساس عيار 4CST,Base oil grade 4CST,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110014,27,2710,271019,زيت اساس عيار 6CST,Base oil grade 6CST,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019110015,27,2710,271019,زيت اساس عيار 8CST,Base oil grade 8CST,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019119999,27,2710,271019,غيرها,Others,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120001,27,2710,271019,زيت 15/40 سعة لتر واحد,15W40 oil 1 liter,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120002,27,2710,271019,زيت 15/40 سعة اربعة لتر,15W40 oil 4 liters,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120003,27,2710,271019,زيت 20/50 سعة لتر واحد,20W50 oil 1 liter,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120004,27,2710,271019,زيت 20/50 سعة اربعة لتر,20W50 oil 4 liters,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120005,27,2710,271019,زيت 20/40 سعة لتر واحد,20W40 oil 1 liter,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120006,27,2710,271019,زيت 20/40 سعة اربعة لتر,20W40 oil 4 liters,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120007,27,2710,271019,زيت 10/30 لتر واحد,10W30 oil 1 liter,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120008,27,2710,271019,زيت 10/40 لتر واحد,10W40 oil 1 liter,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019120009,27,2710,271019,زيت 10/50 لتر واحد,10W50 oil 1 liter,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019129999,27,2710,271019,غيرها,Others,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130001,27,2710,271019,زيت المحركات اتش دبي 40 سعة لتر واحد,Engine oil HD 40 1 liter,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130002,27,2710,271019,زيت المحركات اتش دبي 40 سعة اربعة لتر,Engine oil HD 40 4 liters,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130003,27,2710,271019,زيت المحركات اتش دبي 40 سعة خمسة لتر,Engine oil HD 40 5 liters,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130004,27,2710,271019,زيت لمحركات ديزل اس أي أي 40 أي بي أي سي اف,Diesel engine oil SAE 40 API CF,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130005,27,2710,271019,زيت ديزل سوبر سي اس أي أي دبليو 40 أي بي أي سي اتش 40,Diesel oil super SAE 40 API CH,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130006,27,2710,271019,زيت سنوكو ديزل,Sunoco diesel oil,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130007,27,2710,271019,زيت مستحلب,Emulsion oil,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130008,27,2710,271019,زيت التروس جبر اس أي أي 90 أي بي,Gear oil SAE 90 API,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130009,27,2710,271019,زيت ديزل سن فورز اس أي بي أي سي ايف,Diesel engine oil SN Four SIPC IVE,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130010,27,2710,271019,زيت للمحركات ديزل اس 3 اس أي أي 40 أي بي أي سي ايف,Diesel engine oil S3 SAE 40 API CI-4,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130011,27,2710,271019,زيت للمحركات ديزل اس أي أي 30 أي بي أي سي اف,Diesel engine oil SAE 30 API CF,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130012,27,2710,271019,زيت التروس ( صناعي ) سنب 220ابزو 220,Industrial gear oil SNB 220 ABZO 220,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130013,27,2710,271019,زيت هدروليك,Hydraulic oil,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130014,27,2710,271019,زيت تزليق محول ديزل سوبر اس أي أي 15 ديليو 40 أي بي أي اس أي -4,Diesel converter lubricant oil Super SAE 15 DL40 API SAI-4,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130015,27,2710,271019,زيت لمحركات ديزل اس أي أي 50 أي بي أي,Diesel engine oil SAE 50 API,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130016,27,2710,271019,زيت ديزل 40 أي بي أي إس اف,Diesel oil 40 API SF,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
271019130017,27,2710,271019,زيوت محركات ديزل محركه اتش دي 50 اي بي أي إس اف,Diesel engine oils HD 50 API SF,REG-017,اللائحة الفنية لزيوت التزييت والتشحيم,saber_coc_or_qm,PCoC|QM
