HS Code,Product Name,Technical Regulation,Certificates,Additional,Scraped_From,requirements_codes
251400100000,ـ ـ ـ خاماً بشكل كتل منشورة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251400900001,إردواز بشكل مربع,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251400900002,إردواز بشكل مستطيل,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251511000001,رخام خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251511000002,رخام مشذب بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251511000003,ترافرتين خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251511000004,ترافرتين مشذب بصوره غير منتظمه,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251512000001,رخام مقطعة تقطيع بسيط على شكل مربع بالنشر,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251512000002,رخام مقطعة تقطيع بسيط على شكل مستطيل بالنشر,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251512000003,ترافرتين مقطعة تقطيع بسيط على شكل مربع بالنشر,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251512000004,ترافرتين مقطعة تقطيع بسيط على شكل مستطيل بالنشر,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251520100001,ايكوسين   خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251520100002,ايكوسين مشذب بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251520100003,أحجار خام  كلسية أخر للنحت أو البناء (مرمر),اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251520100004,"احجار كلسيه اخر للنحت او البناء "" مرمر"" مشذب بصوره غير منتظمه",اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251520200001,ايكوسين  مقطعة تقطيع بسيط على شكل مربع,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251520200002,ايكوسين  مقطعة تقطيع بسيط على شكل مستطيل,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251520200003,أحجار كلسية أخر للنحت أو البناء (مرمر) مقطعة تقطيع بسيط على شكل مربع,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251520200004,أحجار كلسية أخر للنحت أو البناء (مرمر) مشذب بصورة غير منتظمة تقطيع بسيط على شكل مستطيل,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251611000001,جرانيت خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251611000002,جرانيت مشذب بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251611000003,حجر سماقي (بورفير) خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251611000004,حجر سماقي (بورفير) مشذب بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251612000001,جرانيت مقطعة تقطيعاً بسيطاً على شكل كتل مربع,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251612000002,جرانيت مقطعة تقطيعاً بسيطاً على شكل كتل مستطيل,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251612000003,جرانيت مقطعة تقطيعاً بسيطاً على شكل ألواح  مربعه,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251612000004,جرانيت مقطعة تقطيعاً بسيطاً على شكل ألواح مستطيله,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251620000001,حجر رملي خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251620000002,حجر رملي على شكل كتل مشذبة بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100001,بازلت خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100002,بازلت مشذبا بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100003,سيانيت خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100004,سيانت مشذبا بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100005,حجز البناء الكلسي الخام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100006,حجز البناء الكلسي مشذبا بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100007,تراكيت خام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100008,تراكيت مشذبا بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100009,حجر بورتلاند الخام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100010,حجر بورتلاند مشذبا بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100011,حجر سربنتين ( اوفيت) الخام,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690100012,حجر سربنتين ( اوفيت) مشذبا بصورة غير منتظمة,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251690200000,"""ـ ـ ـ مقطعاً تقطيعاً بسيطاً، كتلاً أو ألواحاً، بشكل مربع أو مستطيل، بالنشر أو بغير ذلك""",اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
251710000001,حصى ء مجروشة للخرسانة,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
251710000002,حصى مكسرة للخرسانة,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
251710000003,حصى مجروشة لرصف الطريق,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
251710000004,حصى مكسرة لرصف الطريق,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
251710000009,حصى مجروشة لخطوط السكة الحديدية,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
251710000010,حصى مكسرة لخطوط السكة الحديدية,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252010100001,جبس سائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252010100002,جبس معبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252020900001,الجص  المستخدم في تجهيز النسخ أو أسطح الورق,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-057|QM-COC
252020900002,الجص الملون,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-057|QM-COC
252020900003,الجص المكلس,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-057|QM-COC
252020909999,غيرها,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-057|QM-COC
252100000001,حجر جيري(كلسي)مساعد للصهر (فلكس),اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252100000003,حجر كلسي للاستخدام في صناعة الكلس,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252100000004,حجر كلسي للاستخدام في صناعة الاسمنت,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252210000001,كلس حي سائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252210000002,كلس حي معبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252220000001,كلس مطفأ سائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252220000002,كلس مطفأ معبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252230000001,كلس مائي (نورة) سائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252230000002,كلس مائي (نورة) معبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-057|COC-QM
252321000001,اسمنت  بورتلاند ابيض سائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,شهادة علامة الجودة (QM),,QM,REG-057|QM
252321000002,اسمنت بورتلاند ابيض معبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,شهادة علامة الجودة (QM),,QM,REG-057|QM
252321000003,اسمنت ابيض ملون اصطناعيا سائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,شهادة علامة الجودة (QM),,QM,REG-057|QM
252321000004,اسمنت ابيض ملون اصطناعيا معبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,شهادة علامة الجودة (QM),,QM,REG-057|QM
252329100001,اسمنت بورتلاند العادي السائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,شهادة علامة الجودة (QM),,QM,REG-057|QM
252329100002,اسمنت بورتلاند العادي المعبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,شهادة علامة الجودة (QM),,QM,REG-057|QM
252329200001,أسمنت مقاوم للأملاح السائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,شهادة علامة الجودة (QM),,QM,REG-057|QM
252329200002,أسمنت مقاوم للأملاح المعبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,شهادة علامة الجودة (QM),,QM,REG-057|QM
252330000001,أسمنت الوميني سائب,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-057|QM-COC
252330000002,أسمنت الوميني معبأ,اللائحة الفنية لمواد البناء - الجزء الثالث الروابط الهيدروليكية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-057|QM-COC
260900000002,"خامات ""ستانيت"" بيريت القصدير (كبريتيد القصدير والنحاس والحديد)",-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
260900000004,"مركزات خامات ""ستانيت"" بيريت القصدير (كبريتيد القصدير والنحاس والحديد)",-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
262019000003,رواسب المدخرات( البطاريات),اللائحة الفنية للبطاريات الكهربائية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-030|QM-COC
271012210001,للمحركات العادية ومحركات السباق (عدا محركات الطائرات) (91),اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271012210002,لمحركات وقود للمحركات العادية ومحركات السباق (عدا محركات الطائرات) (95),اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271012210003,لمحركات وقود للمحركات العادية ومحركات السباق (عدا محركات الطائرات) (98) أوكتان,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271012310000,---- للمحركات,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271012320000,---- امولدات الكهرباء بما في ذلك مولدات كهرباء السفن,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271012330000,---- للتدفئة,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271012390002,شل جي تي ال ديزل سارالاين 185V,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271012420001,زيت وقود (180) خام مصفى جزئيا (توبد كرود),اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271012420002,زيت وقود (380) خام مصفى جزئيا (توبد كرود),اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271012490001,زيت وقود أخر 180,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271012490002,زيت وقود أخر 380,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019110001,زيت اساس عيار  Oil 500 S51,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019110002,زيت اساس عيار Oil 400 S51,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019110003,زيت اساس عيار  SN150,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110004,زيت اساس عيار SN500,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110005,زيت اساس عيار BS150,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110006,زيت اساس 70N,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110007,زيت اساس 110N,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110008,زيت اساس عيار 230N,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110009,زيت اساس عيار 500N,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110010,زيت اساس عيار 600N,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110011,زيت اساس عيار 2CST,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110012,زيت اساس عيار 3CST,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110013,زيت اساس عيار 4CST,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110014,زيت اساس عيار 6CST,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019110015,زيت اساس عيار 8CST,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019119999,غيرها,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019120001,زيت 15/40 سعة لتر واحد,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019120002,زيت 15/40 سعة اربعة لتر,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019120003,زيت 20/50 سعة لتر واحد,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019120004,زيت 20/50 سعة اربعة لتر,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019120005,زيت 20/40 سعة لتر واحد,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019120006,زيت 20/40 سعة اربعة لتر,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019120007,زيت 10/30 لتر واحد,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019120008,زيت 10/40 لتر واحد,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019120009,زيت 10/50 لتر واحد,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019129999,غيرها,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-017|QM-COC
271019130001,زيت المحركات اتش دبي 40 سعة لتر واحد,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019130002,زيت المحركات اتش دبي 40 سعة اربعة لتر,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019130003,زيت المحركات اتش دبي 40 سعة خمسة لتر,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019130004,زيت لمحركات ديزل اس أي أي 40 أي بي أي سي اف,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019130005,زيت ديزل سوبر سي اس أي أي دبليو 40 أي بي أي سي اتش 40,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019130006,زيت سنوكو ديزل,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
271019130007,زيت مستحلب,اللائحة الفنية لزيوت التزييت والتشحيم,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-017|COC-QM
